Word,English translation,Word class,Imageability (level),Imageability,Subjective AoA (level),Subjective AoA,Usage frequency (level),Usage frequency,Usage frequency per million words,No. phonological neighbours (level),No. phonological neighbours,Phonological neighbourhood density (level),Phonological neighbourhood density,Phonological neighbours,No. letters,No. sounds,No. syllables,Derivation?,Compound?,First sound fricative?,Starts in consonant cluster?,Grammatical gender,Mainly used in plural?,Mass noun?,Valency,Transitivity,Multi-word phrase?
en regnbue,a rainbow,noun,high,6.625054754,medium,4.288461538,low,1548,2.211428571,some,4,low,909,"regnbuen (1), regnbuer (<1), regnbye (<1), regnbøye (<1)",7,6,3,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rekke,,noun,medium,5.61,,,high,126089,180.1271429,many,28,high,252533,"trekke (60), rette (59), sjekke (45), redde (43), dekke (34), dekket (27), rekker (20), vekke (9), rekken (7), brekke (7), årrekke (6), rykke (6), kjekke (4), renne (4), frekke (3), rikke (3), rakke (2), reke (2), rekka (1), lekke (1), hekke (1), rokke (1), rocke (1), mekke (1), tekket (<1), jekke (<1), rekne (<1), rukke (<1), tekke (<1), rekte (<1), renke (<1), gjekke (<1), rekkte (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rekkert,a racket,noun,medium,5.996872138,medium,7.5,low,7,0.01,no info,,,,no info,7,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en reklame,a commercial,noun,medium,6.38048029,late,7.846153846,medium,25987,37.12428571,few,2,medium,6452,"reklamen (6), reklamer (2)",7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en religion,,noun,low,4.23,,,high,44422,63.46,few,0,low,0,,8,8,4,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en retning,a direction,noun,medium,5.532340128,medium,6.571428571,high,50422,72.03142857,some,8,medium,12057,"setning (8), redning (5), retting (1), gjetning (<1), metning (<1), tetning (<1), rekning (<1), renning (<1)",7,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rev,,noun,high,6.75,,,medium,6217,8.881428571,many,29,high,412856,"re (360), brev (56), ren (47), red (42), drev (19), revet (11), race (7), ev (4), krev (4), res (4), lev (3), rep (3), vev (3), hev (3), riv (2), skjev (2), rer (1), reiv (1), gjev (1), rek (1), grev (1), rav (1), røv (<1), rov (<1), sev (<1), reva (<1), bev (<1), tev (<1), trev (<1), gjæv (<1), ruv (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en revisor,,noun,medium,5.51,,,medium,19054,27.22,few,0,low,0,,7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ring,,noun,high,6.67,,,medium,16848,24.06857143,many,24,high,283466,"ting (364), ridd (7), ringt (6), bring (5), ritt (5), ving (2), rigg (2), rang (2), kring (2), bing (2), riff (1), riss (<1), rong (<1), øring (<1), ribb (<1), rikk (<1), ripp (<1), rung (<1), rinn (<1), ringl (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rolle,a role,noun,low,3.928949675,late,7.769230769,high,93869,134.0985714,many,26,high,205806,"holde (195), molde (33), rollen (27), roller (15), rulle (7), bolle (3), olle (1), rotte (1), rokke (1), rocke (1), kolle (1), rolla (<1), rådde (<1), jolle (<1), folde (<1), rille (<1), volde (<1), golde (<1), trolle (<1), robbe (<1), tolle (<1), ralle (<1), rosse (<1), skjolde (<1), folle (<1), sålde (<1), rollet (<1), råle (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rosin,a raisin,noun,medium,6.59765443,early,3.307692308,medium,2120,3.028571429,few,2,low,168,"resin (<1), rosina (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rot,,noun,medium,6.4,,,medium,20508,29.29714286,many,27,high,1022210,"mot (1224), not (71), lot (47), ro (35), fot (15), hot (15), ros (14), bot (10), rotet (5), rop (3), pot (3), rota (2), erot (2), ropt (2), ror (1), sot (1), rut (<1), roa (<1), rost (<1), raudt (<1), rit (<1), kot (<1), reit (<1), krot (<1), raut (<1), røt (<1), ryt (<1), røyt (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rygg,a back,noun,medium,6.39930729,medium,4.666666667,high,39555,56.50714286,some,15,medium,59197,"bygg (34), trygg (29), rykk (9), mygg (3), rigg (2), brygg (2), rydd (1), tygg (<1), ragg (<1), rugg (<1), rygga (<1), skygg (<1), hygg (<1), rytt (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en saga,a saga/a story,noun,low,4.378461012,late,8.466666667,medium,2344,3.348571429,some,12,medium,14941,"laga (9), saga (5), saka (3), sag (2), faga (<1), naga (<1), skaga (<1), sago (<1), siga (<1), suga (<1), saiga (<1), staga (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sak,a case/a thing/an issue/a matter,noun,low,3.423216085,late,8,high,786562,1123.66,many,28,high,553976,"sa (306), bak (227), tak (88), smak (36), syk (35), søk (34), svak (28), sal (10), ak (8), saka (3), sag (2), vak (2), sik (1), rak (<1), jak (<1), sart (<1), sikh (<1), kak (<1), tsar (<1), hak (<1), spak (<1), mak (<1), snak (<1), lak (<1), stak (<1), sakk (<1), sav (<1), skak (<1)",3,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en saksofon,,noun,medium,6.58,,,low,762,1.088571429,few,0,low,0,,8,8,3,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sal (rom),,noun,medium,6.24,,,medium,16906,24.15142857,many,34,high,415324,"sa (306), sak (123), sol (35), al (32), salt (24), gal (15), mal (5), smal (5), sel (4), dal (4), seil (3), sil (3), nal (3), val (3), tal (2), hval (2), sag (2), pal (2), sjal (2), hal (1), kal (1), søl (1), segl (<1), sart (<1), sul (<1), fal (<1), bal (<1), tsar (<1), syl (<1), sval (<1), lal (<1), sæl (<1), stal (<1), sav (<1), sål (<1), sadl (<1)",3,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sal (til hest),,noun,high,6.69,,,medium,16906,24.15142857,many,34,high,415324,"sa (306), sak (123), sol (35), al (32), salt (24), gal (15), mal (5), smal (5), sel (4), dal (4), seil (3), sil (3), nal (3), val (3), tal (2), hval (2), sag (2), pal (2), sjal (2), hal (1), kal (1), søl (1), segl (<1), sart (<1), sul (<1), fal (<1), bal (<1), tsar (<1), syl (<1), sval (<1), lal (<1), sæl (<1), stal (<1), sav (<1), sål (<1), sadl (<1)",3,3,1,,,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en salami,,noun,high,6.91,,,low,431,0.615714286,few,0,low,0,,6,6,3,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sandal,a sandal,noun,high,6.801653189,early,3.785714286,low,1087,1.552857143,few,2,low,44,"vandal (<1), santal (<1)",6,6,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sanger,,noun,medium,5.98,,,medium,4582,6.545714286,some,17,high,245067,"ganger (313), fanger (17), senger (3), sanner (3), sangere (2), sander (2), anger (2), langer (1), stanger (1), ranger (1), sakker (<1), sanker (<1), svanger (<1), vanger (<1), tanger (<1), sapper (<1), sabber (<1)",6,5,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sau,a sheep,noun,high,6.990973538,early,2.8,medium,10217,14.59571429,many,26,high,6022765,"så (3760), seg (2931), se (1032), si (497), sa (306), haug (17), au (8), såg (7), sei (7), su (5), sy (5), tau (5), saus (3), zoo (3), seig (2), sid (2), snau (1), dau (<1), skau (<1), hau (<1), baug (<1), raud (<1), sou (<1), lauv (<1), sioux (<1), daud (<1), smau (<1), sjau (<1), naud (<1), saug (<1), baud (<1), kau (<1), nau (<1), saup (<1), tjau (<1), rauv (<1)",3,2,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sebra,a zebra,noun,high,6.718258695,medium,4.226415094,low,447,0.638571429,few,2,low,897,"setra (<1), sera (<1)",5,5,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sekk,a bag/a rucksack,noun,medium,6.256960783,medium,4.615384615,medium,11415,16.30714286,many,30,high,1597282,"selv (1206), sett (385), send (230), sex (112), seks (93), sjekk (83), vekk (62), back (29), dekk (14), seng (11), fekk (9), sukk (6), kjekk (5), gjekk (4), selg (4), zen (2), smekk (2), bekk (1), hekk (1), sekt (1), sic (1), jekk (1), senk (1), søkk (<1), sokk (<1), lekk (<1), rekk (<1), spekk (<1), mekk (<1), sakk (<1), stekk (<1), sess (<1), senn (<1), cess (<1), tekk (<1), svekk (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sekt,a sect,noun,medium,4.889164445,late,11.46153846,medium,2699,3.855714286,many,23,high,726810,"sett (385), sagt (170), sex (112), sendt (94), seks (93), vekt (93), sikt (35), kjekt (19), cent (12), sekk (6), stekt (4), sakt (3), lekt (3), sec (1), dekt (<1), nekt (<1), ekt (<1), rekt (<1), tekt (<1), hekt (<1), jekt (<1), sekta (<1), sekst (<1), svekt (<1), fekt (<1), søkkt (<1), smekt (<1)",4,4,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sekvens,a sequence,noun,low,3.692417201,late,12,medium,3305,4.721428571,few,0,low,0,,7,7,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sel,,noun,high,6.82,,,medium,2457,3.51,many,31,high,4714685,"seg (2931), selv (1206), se (1032), ser (759), del (593), hel (46), sol (35), el (30), ses (17), sjel (14), tel (11), sen (10), sal (10), mel (8), selg (4), seil (3), sil (3), sæd (3), fæl (2), søl (1), bel (1), segl (<1), sed (<1), hæl (<1), sul (<1), syl (<1), sev (<1), gjel (<1), sela (<1), kjel (<1), pel (<1), selt (<1), hjel (<1), skjel (<1), stel (<1), mæl (<1), sælt (<1), selet (<1), pæl (<1), kjæl (<1), sål (<1)",3,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en serie,a series,noun,medium,4.694460278,late,8.071428571,high,70003,100.0042857,some,4,medium,72983,"serien (54), ferie (41), serier (7), xenie (<1)",5,5,3,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en serviett,a napkin,noun,medium,6.51038142,medium,4.846153846,low,768,1.097142857,few,0,low,0,,8,7,3,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en shorts,,noun,high,6.8,,,medium,2319,3.312857143,few,0,low,0,,6,4,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sigarett,,noun,high,6.96,,,medium,3269,4.67,few,0,low,0,,8,7,3,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sikkerhet,a security/a safety,noun,low,2.767751954,late,9.3,high,44405,63.43571429,few,1,low,7,sikkerheta (<1),9,8,3,TRUE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sirkelbevegelse,a circular movement,noun,medium,5.576778652,late,8.785714286,low,163,0.232857143,no info,,,,no info,15,15,6,TRUE,TRUE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sitron,a lemon,noun,high,6.790967183,medium,4.553571429,medium,2279,3.255714286,few,0,low,0,,6,6,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en situasjon,a situation,noun,low,3.213668063,late,9.692307692,high,133287,190.41,few,0,low,0,,9,8,4,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sjanse,a chance,noun,low,2.955300775,medium,5.818181818,high,75179,107.3985714,some,4,medium,40880,"sjansen (35), sjanser (22), sjangle (<1), kjangse (<1)",6,5,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sjel,a soul,noun,low,3.711603413,late,8.5,medium,21528,30.75428571,many,23,high,726972,"del (593), skjer (198), skje (90), hel (46), el (30), sjef (25), skjul (14), tel (11), mel (8), sel (4), skjell (2), sjal (2), skjev (2), fæl (2), sjela (1), bel (1), skjelt (<1), hæl (<1), gjel (<1), kjel (<1), pel (<1), hjel (<1), sæl (<1), skjea (<1), mæl (<1), pæl (<1), kjæl (<1), skjen (<1), skjes (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sjiraff,a giraffe,noun,high,6.836157228,early,3.714285714,low,290,0.414285714,few,0,low,0,,7,5,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sjokolade,a chocolate,noun,high,6.890825307,early,3.75,medium,11296,16.13714286,few,2,low,1518,"sjokoladen (1), sjokolader (<1)",9,8,4,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en skade,a damage/an injury,noun,medium,6.0234641,medium,5.538461538,high,62243,88.91857143,some,12,medium,136452,"skape (99), skader (46), skadet (30), skaden (8), skadde (3), skades (1), skada (1), skate (1), skare (1), skage (<1), skake (<1), skave (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skiftenøkkel,,noun,high,6.74,,,low,171,0.244285714,few,0,low,0,,12,10,4,FALSE,TRUE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en skikk,a practice/a custom/a tradition,noun,low,4.142166026,late,8.615384615,medium,4768,6.811428571,many,22,high,865175,"fikk (712), gikk (377), sjekk (83), sjokk (13), sjakk (6), skinn (6), shit (5), kick (4), kikk (4), kikk (4), skitt (3), pikk (3), shake (2), nikk (1), sic (1), skill (1), slikk (1), sjikt (1), tikk (<1), hikk (<1), rikk (<1), shak (<1), vikk (<1), dikk (<1), bikk (<1), chict (<1)",5,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sko,a shoe,noun,high,6.898599028,early,2.20754717,medium,25473,36.39,some,16,medium,160868,"sto (90), stod (59), skog (38), ska (22), co. (7), zoo (3), sku (3), sno (1), skor (<1), skau (<1), skøy (<1), skov (<1), skol (<1), skai (<1), skop (<1), skos (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skog,a forest/a wood,noun,high,6.831590195,early,3.571428571,high,42462,60.66,some,7,medium,20732,"sko (28), skor (<1), skov (<1), skol (<1), skop (<1), skos (<1), skag (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skole,a school,noun,medium,6.288678397,medium,4.066666667,high,250914,358.4485714,some,11,medium,160097,"skolen (155), skoler (45), stole (17), skule (4), sole (2), skoles (1), spole (1), skåle (<1), skove (<1), skolte (<1), skose (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skrøpelighet,a frailty,noun,low,3.690910538,late,10.72727273,low,133,0.19,no info,,,,no info,12,11,4,TRUE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skuff,a drawer,noun,high,6.698343349,early,3.214285714,low,1145,1.635714286,some,5,medium,6880,"skum (3), skaff (3), skuff (1), skodd (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en skurk,,noun,medium,5.42,,,medium,3334,4.762857143,some,4,low,313,"skulk (<1), skurr (<1), skurv (<1), skark (<1)",5,5,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en sky,a cloud,noun,medium,6.480726718,early,2.818181818,medium,9651,13.78714286,many,26,high,820821,"ny (581), by (296), skje (90), my (80), sju (30), ski (27), fy (10), sjå (10), sjø (9), ty (6), skeid (6), sy (5), ly (3), skei (3), dy (3), skyt (2), skyr (2), ry (1), skyv (<1), sly (<1), hy (<1), vy (<1), sjau (<1), skys (<1), skya (<1), sjah (<1), skjå (<1)",3,2,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en skyskraper,,noun,high,6.73,,,low,1185,1.692857143,few,1,low,496,skyskrapere (<1),10,9,3,FALSE,TRUE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en slange,a snake,noun,medium,6.568856475,early,3.709090909,medium,7026,10.03714286,some,15,medium,88472,"lange (90), slappe (13), slenge (7), slanke (5), slangen (3), slanger (3), slakke (<1), slynge (<1), sladde (<1), slanget (<1), slabbe (<1), slamme (<1), slanges (<1), slanga (<1), slagge (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en slikkepinne,a lollipop,noun,medium,5.823929029,medium,5.333333333,low,46,0.065714286,no info,,,,no info,11,8,4,FALSE,TRUE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en slutt,an end,noun,low,3.995797146,medium,5.5,high,164758,235.3685714,some,12,medium,79455,"slått (55), slett (33), slitt (16), slott (3), slukt (1), slut (<1), sludd (<1), slum (<1), slukk (<1), lutt (<1), slupp (<1), sluff (<1), slubb (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en smokk,a pacifier,noun,high,6.640908851,medium,3.857142857,low,875,1.25,some,5,low,1748,"smekk (2), smukk (<1), smykk (<1), mukk (<1), smikk (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en snegle,a snail,noun,high,6.961976983,early,3.839285714,medium,2033,2.904285714,no info,,,,no info,6,5,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en snømann,a snowman,noun,high,6.828444092,early,3.127272727,low,694,0.991428571,few,2,low,122,"snømenn (<1), snøvann (<1)",7,6,2,FALSE,TRUE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en sofa,a sofa,noun,high,6.709734162,early,3.224137931,medium,14686,20.98,some,4,medium,20551,"sola (28), soda (<1), sota (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sokk,a sock,noun,high,6.878675148,early,2.563636364,medium,4151,5.93,many,24,high,9402094,"som (12329), nok (794), sånn (181), rock (37), sort (27), sjokk (13), sopp (8), sukk (6), sekk (6), lokk (4), kokk (3), nokk (3), stokk (2), dokk (1), sec (1), sokn (1), sold (1), sic (1), sådd (1), fokk (<1), søkk (<1), knock (<1), skokk (<1), sodd (<1), okk (<1), sakk (<1), soll (<1), rokk (<1), såld (<1), hokk (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en soldat,,noun,medium,6.6,,,medium,32960,47.08571429,few,0,low,0,,6,6,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sommer,a summer,noun,medium,6.063523697,medium,4.923076923,high,106690,152.4142857,some,13,high,716428,"kommer (966), dommer (24), summer (12), tommer (9), sokker (4), sorter (4), somme (<1), sømmer (<1), sopper (<1), somrer (<1), vommer (<1), sålder (<1)",6,5,2,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sommerfugl,a butterfly,noun,high,6.861832513,early,3.568627451,medium,2714,3.877142857,few,0,low,0,,10,8,3,FALSE,TRUE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sønn,a son,noun,medium,5.913189927,medium,4.230769231,high,50292,71.84571429,many,19,high,476495,"send (230), sånn (181), synd (47), kjønn (45), lønn (44), sand (16), sunn (16), sølv (13), sann (12), skjønn (11), søvn (11), bønn (10), sinn (10), søtt (8), run (4), sund (4), zen (2), dønn (2), stønn (2), søm (1), søkk (<1), senn (<1), søkn (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sopp,a mushroom,noun,high,6.777825255,medium,4.333333333,medium,7727,11.03857143,many,19,high,9973100,"som (12329), opp (1454), topp (184), sånn (181), sort (27), stopp (25), pop (13), hopp (11), kopp (7), shop (5), sold (1), sådd (1), sokk (<1), bop (<1), sodd (<1), popp (<1), mopp (<1), soll (<1), lopp (<1), sipp (<1), såp (<1), shopp (<1), såld (<1), dopp (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en sorg,a grief,noun,low,3.8829287,late,8.461538462,medium,12597,17.99571429,some,9,medium,13649,"sørg (6), borg (4), torg (4), org (2), korg (<1), dorg (<1), horg (<1), sorga (<1), sarg (<1)",4,4,1,FALSE,FALSE,TRUE,FALSE,masculine,FALSE,FALSE,,,FALSE
en spade,a spade/a shovel,noun,high,7.031494922,early,2.692307692,medium,3267,4.667142857,some,9,medium,25655,"spare (29), sparte (2), spede (2), spaden (<1), spader (<1), stae (<1), spake (<1), spane (<1), spase (<1)",5,4,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en spark,a kick sledge,noun,medium,6.465521202,medium,4.8,medium,12891,18.41571429,some,7,medium,25302,"park (24), sparket (11), sparka (<1), spank (<1), sparr (<1), sparkl (<1), skark (<1)",5,5,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en spiker,a nail/a spike,noun,high,6.680551126,medium,4.285714286,medium,2556,3.651428571,some,8,medium,4654,"sniker (3), spiker (2), sviker (<1), spikrer (<1), speakere (<1), sypiker (<1), spiken (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en squash,a squash,noun,high,6.716119143,late,12.71428571,low,856,1.222857143,few,0,low,0,,6,5,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stabel,,noun,medium,5.86,,,medium,6057,8.652857143,some,5,medium,3032,"staben (3), sabel (<1), snabel (<1), stapel (<1), stabl (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stadion,a stadium,noun,medium,6.581373988,late,8.545454545,medium,20897,29.85285714,few,2,low,259,stadionet (<1),7,7,3,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stær,a starling,noun,medium,5.689637282,medium,5.538461538,low,1360,1.942857143,some,11,high,697295,"stor (524), står (428), star (22), styr (8), svær (4), sær (4), tær (2), stør (<1), staur (<1), ster (<1), stur (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en staur,a pole,noun,medium,5.72277243,late,11.69230769,low,233,0.332857143,some,10,high,690783,"stor (524), står (428), star (22), styr (8), stær (1), stør (<1), ster (<1), staut (<1), staup (<1), stur (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stav,a stick/a rod/a pole,noun,medium,6.338361373,medium,6,medium,2993,4.275714286,many,19,medium,133478,"start (93), stat (32), star (22), støv (11), stiv (9), stas (5), stad (4), sta (4), stab (3), stan (2), stag (<1), stev (<1), stak (<1), stal (<1), sav (<1), tav (<1), skav (<1), stuv (<1), styv (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stein,a stone,noun,high,6.915559926,medium,3.9,medium,20531,29.33,some,9,medium,87748,"tegn (71), svein (41), sten (6), sein (2), stan (2), steig (<1), steik (<1), steil (<1), segn (<1), tein (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en steinhelle,a stone slab,noun,medium,6.167034425,late,7.857142857,low,174,0.248571429,no info,,,,no info,10,8,3,FALSE,TRUE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stigbøyle,,noun,medium,6.26,,,low,805,1.15,few,2,low,481,"stigbøyler (<1), stigbøylen (<1)",9,8,3,FALSE,TRUE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stige,a ladder,noun,high,6.789505636,medium,4.206896552,medium,4001,5.715714286,some,9,medium,30035,"stiger (28), stive (6), stage (3), sige (2), stigen (1), stile (<1), stege (<1), stime (<1), stiges (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stokk,a cane,noun,medium,6.29290929,medium,6.090909091,medium,2702,3.86,some,15,medium,85710,"stått (35), stopp (25), stoff (25), stakk (15), stikk (13), stykk (1), støkk (1), sokk (<1), stork (<1), skokk (<1), ståk (<1), stekk (<1), stoll (<1), storr (<1), stukk (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
en stol,a chair,noun,medium,6.524995982,early,2.535714286,medium,17753,25.36142857,some,14,high,663812,"stor (524), stort (200), sto (90), stod (59), sol (35), stil (34), støl (1), stoa (<1), spol (<1), steil (<1), skol (<1), stola (<1), stal (<1), stel (<1), stoet (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,masculine,FALSE,FALSE,,,FALSE
